Altnernative codes,BLEED_code,Collection_no,Gene Bank Accession,Genus,HTS Queue,ID confirmed,Identified by,Isolated,Material left,NHM,note,Paper,Preservation,Recieved in Oslo,Scraped,SEM info,Sent by,Sequences Recieved,Species,Bock2018::Author,Bock2018::Full,Sample.Location.Date::Coll_date,Sample.Location.Date::Collection_no,Sample.Location.Date::Collector,Sample.Location.Date::Country,Sample.Location.Date::Cruise details,Sample.Location.Date::Day,Sample.Location.Date::Depth 1,Sample.Location.Date::Depth 2,Sample.Location.Date::Location details,Sample.Location.Date::Month,Sample.Location.Date::Place,Sample.Location.Date::Standardized Lat,Sample.Location.Date::Standardized Long,Sample.Location.Date::Station_id,Sample.Location.Date::Year,Worms::Family,Worms::Order
123,1700,NL-12,MW134987	MW173829	MW160134,Smittina,20.8.2019 (RJSO),,DPG,16.8.2019 (RJSO),No,NHMO H1701,16.8.2019 (RJSO) qubit 22.4,,100% Ethanol,8.4.2019,12.8.2019 (EDM LHL),"MHR.3031.BLEED.1700.tif
MHR.3032.BLEED.1700.tif

MHR.3065.BLEED.1700.tif
MHR.3066.BLEED.1700.tif
",Hannah Mello and Abby Smith,22.10.2019 (RJSO),rosacea,"Powell, 1967","SMITTINA ROSACEA Powell, 1967",3/17/2019,NL-12,"Smith, Abigail M.; Gordon, Dennis P. ",New Zealand,"RV ""Tranquil Image"" Northland",17,82.9,,,3,NW of Southwest Island,-34.16,172.09,,2019,Smittinidae,Cheilostomatida
PK-1 (green label),1701,Batch 2003 IPEV-AAD-MNHN coll,"MZ677599,MZ67797OK244866",Himantozoum,13.9.2019 (RJSO),,"Kuklinski, Piotr",16.8.2019 (RJSO),Yes,NHMO H 1875,"PK-1 (green label)

16.8.2019 (RJSO) qubit 132

N/O “Aurora Australis” – CEAMARC, Beam trawl, depth 534 – 544 m, STN 62EV303, Batch 2003 , 66, 14 S, 143,29 E",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,12.8.2019 (EDM LHL),"MHR.3117.BLEED.1701.tif
MHR.3117.BLEED.1701.txt
MHR.3118.BLEED.1701.tif
MHR.3118.BLEED.1701.txt",PK (CEAMARC),14.11.2019 (RJSO),antarcticum,"(Calvet, 1909)","Himantozoum antarcticum (Calvet, 1909)",4.1.2008,Batch 2003 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",4,534,544,,1,,-66.14,143.29,STN 62EV303,2008,Bugulidae,Cheilostomatida
PK-2 (greenlabel),1702,Batch 2527 IPEV-AAD-MNHN coll,"MZ678215,OK245085",UNKNOWN_SEQ_BLEED1702,13.9.2019 (RJSO),,,16.8.2019 (RJSO),No,,"PK-2 (greenlabel)

16.8.2019 (RJSO) qubit 132

Voucher ok, position screwy, take out! ID and Voucher are Austroflustra cf vulgaris (by PK)",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,12.8.2019 (EDM LHL),"
MHR.3107.BLEED.1702.tif
MHR.3107.BLEED.1702.txt
MHR.3108.BLEED.1702.tif
MHR.3108.BLEED.1702.txt
",PK (CEAMARC),14.11.2019 (RJSO),,,,13.01.2008,Batch 2527 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",13,176,185,,1,,-66.562,141.262,STN 11EV424,2008,,
PK-3 (green label),1703,Batch 2974 IPEV-AAD-MNHN coll,"MZ677779,MZ678177,OK245216",Systenopora,13.9.2019 (RJSO),,"Kuklinski, Piotr",16.8.2019 (RJSO),No,NHMO H 2092,"Mispelled as Stystenopora contracta in PK spreadsheet

PK-3 (green label)
16.8.2019 (RJSO) qubit 190",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,12.8.2019 (EDM LHL),"MHR.3033.BLEED.1703.tif
MHR.3033.BLEED.1703.txt
MHR.3034.BLEED.1703.tif
MHR.3034.BLEED.1703.txt

MHR.3063.BLEED.1703.tif
MHR.3063.BLEED.1703.txt
MHR.3064.BLEED.1703.tif
MHR.3064.BLEED.1703.txt",PK (CEAMARC),14.11.2019 (RJSO),contracta,"Waters, 1904","SYSTENOPORA CONTRACTA Waters, 1904",14.01.2008,Batch 2974 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",14,211,213,,1,,-66.14,140.64,STN 13EV465,2008,Sclerodomidae,Cheilostomatida
PK-4 (greenlabel),1704,Batch 2974 IPEV-AAD-MNHN coll,"MZ677658,MZ678039,OK244930",Nematoflustra,13.9.2019 (RJSO),,"Kuklinski, Piotr",16.8.2019 (RJSO),No,NHMO H 1952,"PK-4 (greenlabel)

16.8.2019 (RJSO) qubit 95.4",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,12.8.2019 (EDM LHL),"MHR.3129.BLEED.1704.tif
MHR.3130.BLEED.1704.tif",PK (CEAMARC),14.11.2019 (RJSO),flagellata,"(Waters, 1904)","Nematoflustra flagellata (Waters, 1904)",14.01.2008,Batch 2974 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",14,211,213,,1,,-66.14,140.64,STN 13EV465,2008,Flustridae,Cheilostomatida
PK-5 (green label),1705,Batch 1026 IPEV-AAD-MNHN coll,"MZ677542,MZ677901,OK244789",Cellarinelloides,20.8.2019 (RJSO),,"Kuklinski, Piotr",16.8.2019 (RJSO),Yes,NHMO H 1794,"PK-5 (green label)

16.8.2019 (RJSO) qubit 20.6",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,12.8.2019 (EDM LHL),"MHR.3115.BLEED.1705.tif
MHR.3115.BLEED.1705.txt
MHR.3116.BLEED.1705.tif
MHR.3116.BLEED.1705.txt

MHR.3157.BLEED.1705.tif
MHR.3157.BLEED.1705.txt
MHR.3158.BLEED.1705.tif
MHR.3158.BLEED.1705.txt",PK (CEAMARC),22.10.2019 (RJSO),crassus,"Moyano, 1970","CELLARINELLOIDES CRASSUS Moyano, 1970",28.12.2007,Batch 1026 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",28,263,396,,12,,-66.86,142.68,STN 42EV167,2007,Sclerodomidae,Cheilostomatida
PK-6 (green label),1706,Batch 1026 IPEV-AAD-MNHN coll,"MZ677902,OK244790",Cellarinelloides,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),Yes,NHMO H 1795,"Same species as BLEED 1705 (reserve)
PK-6 (green label)
10.02.20 to 13.02.20 (RJSO) nanodrop 13.2",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"MHR.4403.BLEED.1706.tif
MHR.4403.BLEED.1706.txt
MHR.4404.BLEED.1706.tif
MHR.4404.BLEED.1706.txt

MHR.4435.BLEED.1706.tif
MHR.4435.BLEED.1706.txt
MHR.4436.BLEED.1706.tif
MHR.4436.BLEED.1706.txt",PK (CEAMARC),,crassus,"Moyano, 1970","CELLARINELLOIDES CRASSUS Moyano, 1970",28.12.2007,Batch 1026 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",28,263,396,,12,,-66.86,142.68,STN 42EV167,2007,Sclerodomidae,Cheilostomatida
PK-7 (green label),1707,Batch 4293 IPEV-AAD-MNHN coll,"MZ677625,MZ677997,0",Larvapora,20.8.2019 (RJSO),,"Kuklinski, Piotr",16.8.2019 (RJSO),No,NHMO H 1909,"PK-7 (green label)

16.8.2019 (RJSO) qubit 21.8",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,12.8.2019 (EDM LHL),"MHR.3131.BLEED.1707.tif
MHR.3131.BLEED.1707.txt
MHR.3132.BLEED.1707.tif
MHR.3132.BLEED.1707.txt

MHR.3153.BLEED.1707.tif
MHR.3153.BLEED.1707.txt
MHR.3154.BLEED.1707.tif
MHR.3154.BLEED.1707.txt",PK (CEAMARC),22.10.2019 (RJSO),mawsoni,"(Livingstone, 1928)","Larvapora mawsoni (Livingstone, 1928)",29.12.2007,Batch 4293 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.93,144.68,STN 48EV194,2007,Aspidostomatidae,Cheilostomatida
226,1299A,NL-17,MW134872	MW173726	MW160048,Chiastosella,20.8.2019 (RJSO),,EDM,16.8.2019 (RJSO),no,NHMO H1620,"This one is from an eppendotf tube that seems to be labeled 1299 (or 1294 bad handwriting. But it neither matches Chaeriopsis ( pictures on BLEED 1299) or picture on 1294. EDM may be Chiastosella. But these are from the same NL-17 location. So Mali will redo the SEM.
13.8.2019 (EDM LHL) checked (to be isolated)

16.8.2019 (RJSO) Qubit 11.2",,100% Ethanol,8.4.2019,13.8.2019 (LHL EDM),"MHR.3145.BLEED.1299A.tif
MHR.3145.BLEED.1299A.txt
MHR.3146.BLEED.1299A.tif
MHR.3146.BLEED.1299A.txt

MHR.3225.BLEED.1299a.tif
MHR.3225.BLEED.1299a.txt
MHR.3226.BLEED.1299a.tif
MHR.3226.BLEED.1299a.txt",Hannah Mello and Abby Smith,22.10.2019 (RJSO),longaevitas,"Powell, 1967","CHIASTOSELLA LONGAEVITAS Powell, 1967",3/17/2019,NL-17,"Smith, Abigail M.; Gordon, Dennis P. ",New Zealand,"RV ""Tranquil Image"" Northland",17,104,,,3,well south of Great Island,-34.21,172.11,,2019,Escharinidae,Cheilostomatida
PK-8 (green label),1708,Batch 4293 IPEV-AAD-MNHN coll,"MZ677746,MZ678141,OK245025",Smittoidea,13.9.2019 (RJSO),,"Di Martino, Emanuela",21.8.2019 (RJSO),Yes,NHMO H 2053,"PK-8 (green label)

21.8.2019 (RJSO) Qubit 31.4

Email from EDM on 14.5.2021 ""Thrypticocirrus… it seems that the definition of the genus is weak and that’s why the two species fall in two different places. 1708 and 1715 are not the same thing as we said already before. Now I can say that 1708 is not a Thrypticocirrus at all, but it’s Smittoidea albula, while 1715 and 1736 are correct. I don’t think the positions are wrong, it is more that the definition of these smittinid genera need some work.""

Originally this was id-ed as ""Thrypticocirrus phylactelloides"" from PK",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"
MHR.3167.BLEED.1708.tif
MHR.3167.BLEED.1708.txt
MHR.3168.BLEED.1708.tif
MHR.3168.BLEED.1708.txt

MHR.3215.BLEED.1708.tif
MHR.3215.BLEED.1708.txt
MHR.3216.BLEED.1708.tif
MHR.3216.BLEED.1708.txt",PK (CEAMARC),14.11.2019 (RJSO),albula,"Hayward & Taylor, 1984","SMITTOIDEA ALBULA Hayward & Taylor, 1984",29.12.2007,Batch 4293 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.93,144.68,STN 48EV194,2007,Smittinidae,Cheilostomatida
PK-9 (green label),1709,Batch 3177 IPEV-AAD-MNHN coll,"MZ677609,MZ677979,OK244878",Isoschizoporella,13.9.2019 (RJSO),,"Kuklinski, Piotr; Di Martino, Emanuela",21.8.2019 (RJSO),Yes,NHMO H 1887,"PK-9(green label)
21.8.2019 (RJSO) Qubit 13.3

identified as Isoschizoporella tricuspis
altnertaive Buffonellodes antarctica, confirm as Isoschizoporella",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"MHR.3165.BLEED.1709.tif
MHR.3165.BLEED.1709.txt
MHR.3166.BLEED.1709.tif
MHR.3166.BLEED.1709.txt


MHR.3189.BLEED.1709.tif
MHR.3189.BLEED.1709.txt
MHR.3190.BLEED.1709.tif
MHR.3190.BLEED.1709.txt",PK (CEAMARC),14.11.2019 (RJSO),tricuspis,"(Calvet, 1909)","Isoschizoporella tricuspis (Calvet, 1909)",15.01.2008,Batch 3177 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",15,149,151,,1,,-66.169,139.932,STN 7EV132,2008,Eminooeciidae,Cheilostomatida
PK-10 (green label),1710,Batch 1225 IPEV-AAD-MNHN coll,"MZ677608,MZ677978,0",Isoschizoporella_sp_SEQ_BLEED1710,27.9.2019 (RJSO),,,21.8.2019 (RJSO),No,,"PK-10 (green label)

21.8.2019 (RJSO) Qubit TOO LOW

Original is Is camptoplites tricornis (ID PK)
SEM is a Camptoplites, sequences is in wrong position",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"
MHR.3169.BLEED.1710.tif
MHR.3169.BLEED.1710.txt
MHR.3170.BLEED.1710.tif
MHR.3170.BLEED.1710.txt",PK (CEAMARC),26.11.2019 (RJSO),,,,29.12.2007,Batch 1225 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.939,144.686,STN 48EV194,2007,,
PK-11 (green label),1711,Batch 1225 IPEV-AAD-MNHN coll,,Camptoplites,,,PK,11.9.2019 (RJSO),No,,"On the tube it says ""C. bicornis"" maybe a typo? Checked 13.8.2019 (EDM LHL)
PK-11 (green label)

11.9.2019 (RJSO) Qubit too low",,100% ethanol,26.2.2019,29.8.2019 (EDM LHL),"MHR.3379.BLEED.1711.tif
MHR.3379.BLEED.1711.txt
MHR.3380.BLEED.1711.tif
MHR.3380.BLEED.1711.txt
",PK (CEAMARC),,tricornis,"(Waters, 1904)","Camptoplites tricornis (Waters, 1904)",29.12.2007,Batch 1225 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.939,144.686,STN 48EV194,2007,Bugulidae,Cheilostomatida
PK-12 (green label),1712,Batch 4293 IPEV-AAD-MNHN coll,,Pemmatoporella,27.9.2019 (RJSO),,PK,21.8.2019 (RJSO),No,,"Mispelled as ""Pemmateporella"" on tube.

PK-12 (green label)

21.8.2019 (RJSO) QUBIT 2.45",,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"
MHR.3163.BLEED.1712.tif
MHR.3163.BLEED.1712.txt
MHR.3164.BLEED.1712.tif
MHR.3164.BLEED.1712.txt


MHR.3187.BLEED.1712.tif
MHR.3187.BLEED.1712.txt
MHR.3188.BLEED.1712.tif
MHR.3188.BLEED.1712.txt",PK (CEAMARC),26.11.2019 (RJSO),marginata,"(Calvet, 1909)","Pemmatoporella marginata (Calvet, 1909)",29.12.2007,Batch 4293 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.93,144.68,STN 48EV194,2007,Smittinidae,Cheilostomatida
PK-13 (green label),1713,Batch 2525 IPEV-AAD-MNHN coll,"MZ67754MZ677898,OK244786",Cellarinella,13.9.2019 (RJSO),,"Kuklinski, Piotr; Di Martino, Emanuela",23.8.2019 (RJSO),Yes,NHMO H 1791,"PK-13 (green label)
23.8.2019 (RJSO) Qubit 54.2

Ided by PK as  Cellarinella latilaminata",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"MHR.3161.BLEED.1713.tif
MHR.3161.BLEED.1713.txt
MHR.3162.BLEED.1713.tif
MHR.3162.BLEED.1713.txt

MHR.3217.BLEED.1713.tif
MHR.3217.BLEED.1713.txt
MHR.3218.BLEED.1713.tif
MHR.3218.BLEED.1713.txt",PK (CEAMARC),14.11.2019 (RJSO),rogickae,,,13.01.2008,Batch 2525 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",13,176,185,,1,,-66.562,141.262,STN 11EV424,2008,Sclerodomidae,Cheilostomatida
PK-15 (rgreenlabel),1714,Batch 1225 IPEV-AAD-MNHN coll,,Larvapora,2.6.2022 (ullevål),,PK,,No,,PK-15 (rgreenlabel),,100% ethanol,26.2.2019,9.11.2021 (EDM+LHL),"MHR.10192.BLEED.1714.tif
MHR.10191.BLEED.1714.tif
MHR.10190.BLEED.1714.tif
MHR.10189.BLEED.1714.tif


MHR.10136.BLEED.1714.tif
MHR.10135.BLEED.1714.tif",PK (CEAMARC),5.7.2022 (failed),mawsoni,"(Livingstone, 1928)","Larvapora mawsoni (Livingstone, 1928)",29.12.2007,Batch 1225 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.939,144.686,STN 48EV194,2007,Aspidostomatidae,Cheilostomatida
PK-16 (green label),1715,Batch 2408 IPEV-AAD-MNHN coll,"MZ677796,MZ678197,OK245066",Thrypticocirrus,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),Yes,NHMO H 2112,"PK-16 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 94.3

(it is different from BLEED 1708)",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"MHR.4415.BLEED.1715.tif
MHR.4415.BLEED.1715.txt
MHR.4416.BLEED.1715.tif
MHR.4416.BLEED.1715.txt

MHR.4443.BLEED.1715.tif
MHR.4443.BLEED.1715.txt
MHR.4444.BLEED.1715.tif
MHR.4444.BLEED.1715.txt

",PK (CEAMARC),,phylactelloides,"(Calvet, 1909)","Thrypticocirrus phylactelloides (Calvet, 1909)",12.01.2008,Batch 2408 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",12,229,232,,1,,-66.001,141.354,STN 2EV416,2008,Smittinidae,Cheilostomatida
PK-17 (green label),1716,Batch 359 IPEV-AAD-MNHN coll,"MZ677622,OK244893",Lageneschara,13.9.2019 (RJSO),,"Kuklinski, Piotr",23.8.2019 (RJSO),No,NHMO H 1904,"PK-17 (green label)
23.8.2019 (RJSO) Qubit 18",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"MHR.3141.BLEED.1716.tif
MHR.3141.BLEED.1716.txt
MHR.3142.BLEED.1716.tif
MHR.3142.BLEED.1716.txt

MHR.3223.BLEED.1716.tif
MHR.3223.BLEED.1716.txt
MHR.3224.BLEED.1716.tif
MHR.3224.BLEED.1716.txt",PK (CEAMARC),14.11.2019 (RJSO),lyrulata,"(Calvet, 1909)","Lageneschara lyrulata (Calvet, 1909)",24.12.2007,Batch 359 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",24,570,588,,12,,-66.32,143.64,STN 36EV68,2007,Romancheinidae,Cheilostomatida
PK-18 (green label),1717,Batch 359 IPEV-AAD-MNHN coll,"MZ67778MZ678178,OK245056",Systenopora,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 2093,"PK-18 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 47",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"
MHR.4407.BLEED.1717.tif
MHR.4407.BLEED.1717.txt
MHR.4408.BLEED.1717.tif
MHR.4408.BLEED.1717.txt
MHR.4433.BLEED.1717.tif
MHR.4433.BLEED.1717.txt
MHR.4434.BLEED.1717.tif
MHR.4434.BLEED.1717.txt",PK (CEAMARC),,contracta,"Waters, 1904","SYSTENOPORA CONTRACTA Waters, 1904",24.12.2007,Batch 359 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",24,570,588,,12,,-66.32,143.64,STN 36EV68,2007,Sclerodomidae,Cheilostomatida
PK-19 (green label),1718,Batch 2003 IPEV-AAD-MNHN coll,"MZ677659,MZ67804OK244931",Nematoflustra,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1953,"PK-19 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 27.2",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"
MHR.4425.BLEED.1718.tif
MHR.4425.BLEED.1718.txt
MHR.4426.BLEED.1718.tif
MHR.4426.BLEED.1718.txt",PK (CEAMARC),,flagellata,"(Waters, 1904)","Nematoflustra flagellata (Waters, 1904)",4.1.2008,Batch 2003 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",4,534,544,,1,,-66.14,143.29,STN 62EV303,2008,Flustridae,Cheilostomatida
PK-20 (green label),1719,Batch 2003 IPEV-AAD-MNHN coll,"MZ677812,MZ678216,OK245086",UNKNOWN_SEQ_BLEED1719,13.9.2019 (RJSO),,,23.8.2019 (RJSO),No,,"PK-20 (green label)

23.8.2019 (RJSO) Qubit 17.4

Original is is Trilaminopora trinervis (PK)

Hi Lee Hsiang
 
No no this is not Trilaminopora. Probably Trilaminopora was growing on that…
 
This one is hard to say what it is as it seems like it is old basal part of some erect form. Would need SEM of younger part with all the features – sorry about it
 
Piotr during one day stay in NZ

No Trilaminopora found in vouchers.

Trilaminopora_trinervis_BLEED1719_NoVou (see notes; no contaminant found in the voucher/fridge) ",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"
MHR.3135.BLEED.1719.tif
MHR.3135.BLEED.1719.txt
MHR.3136.BLEED.1719.tif
MHR.3136.BLEED.1719.txt
MHR.3191.BLEED.1719.tif
MHR.3191.BLEED.1719.txt
MHR.3192.BLEED.1719.tif
MHR.3192.BLEED.1719.txt",PK (CEAMARC),14.11.2019 (RJSO),,,,4.1.2008,Batch 2003 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",4,534,544,,1,,-66.14,143.29,STN 62EV303,2008,,
PK-21 (green label),1720,Batch 2974 IPEV-AAD-MNHN coll,"MZ677697,MZ678086,OK244972",Polirhabdotos,13.9.2019 (RJSO),,"Kuklinski, Piotr",28.8.2019 (RJSO),No,NHMO H 1995,"PK-21 (green label)

28.8.2019 (RJSO) Qubit 10.7",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"
MHR.3137.BLEED.1720.tif
MHR.3137.BLEED.1720.txt
MHR.3138.BLEED.1720.tif
MHR.3138.BLEED.1720.txt
MHR.3221.BLEED.1720.tif
MHR.3221.BLEED.1720.txt
MHR.3222.BLEED.1720.tif
MHR.3222.BLEED.1720.txt",PK (CEAMARC),14.11.2019 (RJSO),inclusum,"(Waters, 1904)","Polirhabdotos inclusum (Waters, 1904)",14.01.2008,Batch 2974 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",14,211,213,,1,,-66.14,140.64,STN 13EV465,2008,Metrarabdotosidae,Cheilostomatida
PK-22 (green label),1721,Batch 359 IPEV-AAD-MNHN coll,"MZ67763MZ678004,OK244904",Melicerita,13.9.2019 (RJSO),,"Kuklinski, Piotr",28.8.2019 (RJSO),No,NHMO H 1920,"PK-22 (green label)

28.8.2019 (RJSO) Qubit 57.3",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"
MHR.3139.BLEED.1721.tif
MHR.3139.BLEED.1721.txt
MHR.3140.BLEED.1721.tif
MHR.3140.BLEED.1721.txt

MHR.3219.BLEED.1721.tif
MHR.3219.BLEED.1721.txt
MHR.3220.BLEED.1721.tif
MHR.3220.BLEED.1721.txt",PK (CEAMARC),14.11.2019 (RJSO),obliqua,"(Thornely, 1924)","Melicerita obliqua (Thornely, 1924)",24.12.2007,Batch 359 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",24,570,588,,12,,-66.32,143.64,STN 36EV68,2007,Cellariidae,Cheilostomatida
PK-23 (green label),1722,Batch 2481 IPEV-AAD-MNHN coll,"MZ677616,MZ677987,OK244885",Klugeflustra,13.9.2019 (RJSO),,"Kuklinski, Piotr",23.8.2019 (RJSO),No,NHMO H 1895,"PK-23 (green label)
23.8.2019 (RJSO) Qubit 26",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,13.8.2019 (EDM LHL),"MHR.3133.BLEED.1722.tif
MHR.3134.BLEED.1722.tif

edm8804.BLEED1722.tif
edm8805.BLEED1722.tif
edm8806.BLEED1722.tif
edm8807.BLEED1722.tif",PK (CEAMARC),14.11.2019 (RJSO),vanhoffeni,,,13.01.2008,Batch 2481 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",13,207,225,,1,,-66.33,141.27,STN 10EV420,2008,NA,Cheilostomatida
PK-24 (green label),1723,Batch 2481 IPEV-AAD-MNHN coll,"MZ677617,MZ677988,OK244886",Klugeflustra,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1896,"PK-24 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 14.2",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"
MHR.4423.BLEED.1723.tif
MHR.4423.BLEED.1723.txt
MHR.4424.BLEED.1723.tif
MHR.4424.BLEED.1723.txt",PK (CEAMARC),,vanhoffeni,,,13.01.2008,Batch 2481 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",13,207,225,,1,,-66.33,141.27,STN 10EV420,2008,NA,Cheilostomatida
