Name_of_file,SEM_no,Bleached,BLEED_no,Date,COMMENTS,
MHR.4134.BLEED.1389,MHR.4134,NO,1389A,not labeled A in image name,,
MHR.4135.BLEED.165,MHR.4135,YES,165,,,
MHR.4136.BLEED.165,MHR.4136,YES,165,,,
MHR.4137.BLEED.1294,MHR.4137,NO,1294,,,
MHR.4138.BLEED.1294,MHR.4138,NO,1294,,,
MHR.4139.BLEED.1597,MHR.4139,YES,1597,,,
MHR.4140.BLEED.1597,MHR.4140,YES,1597,,,
MHR.4141.BLEED.1157,MHR.4141,YES,1157,,,
MHR.4142.BLEED.1157,MHR.4142,YES,1157,,,
MHR.4143.BLEED.1157,MHR.4143,YES,1157,,,
MHR.4144.BLEED.1157,MHR.4144,YES,1157,,,
MHR.4145.BLEED.1387A,MHR.4145,YES,1387A,,,
MHR.4146.BLEED.1387A,MHR.4146,YES,1387A,,,
MHR.4147.BLEED.1387B,MHR.4147,NO,1387B,,,
MHR.4148.BLEED.1387B,MHR.4148,NO,1387B,,,
MHR.4149.BLEED.1387C,MHR.4149,NO,1387C,,,
MHR.4150.BLEED.1387C,MHR.4150,NO,1387C,,,
MHR.4151.BLEED.1387D,MHR.4151,NO,1387D,,,
MHR.4152.BLEED.1387D,MHR.4152,NO,1387D,,,
MHR.4153.BLEED.1387D,MHR.4153,NO,1387D,,,
MHR.4154.BLEED.1387D,MHR.4154,NO,1387D,,,
MHR.4155.BLEED.1389A,MHR.4155,YES,1389A,,,
MHR.4156.BLEED.1389A,MHR.4156,YES,1389A,,,
MHR.4157.BLEED.1294,MHR.4157,YES,1294,,,
MHR.4158.BLEED.1294,MHR.4158,YES,1294,,,
MHR.4159.BLEED.1675A,MHR.4159,YES,1675A,,,
MHR.4160.BLEED.1675A,MHR.4160,YES,1675A,,,
MHR.4161.BLEED.1675B,MHR.4161,YES,1675B,,,
MHR.4162.BLEED.1675B,MHR.4162,YES,1675B,,,
MHR.4163.BLEED.1675C,MHR.4163,YES,1675C,,,
MHR.4164.BLEED.1675C,MHR.4164,YES,1675C,,,
MHR.4165.BLEED.1675D,MHR.4165,YES,1675D,,,
MHR.4166.BLEED.1675D,MHR.4166,YES,1675D,,,
MHR.4167.BLEED.1675E,MHR.4167,YES,1675E,,,
MHR.4168.BLEED.1675E,MHR.4168,YES,1675E,,,
MHR.4169.BLEED.1934,MHR.4169,NO,1934,,,
MHR.4170.BLEED.1934,MHR.4170,NO,1934,,,
MHR.4171.BLEED.1933,MHR.4171,NO,1933,,,
MHR.4172.BLEED.1933,MHR.4172,NO,1933,,,
MHR.4173.BLEED.1932,MHR.4173,NO,1932,,,
MHR.4174.BLEED.1932,MHR.4174,NO,1932,,,
MHR.4175.BLEED.1926,MHR.4175,NO,1926,,,
MHR.4176.BLEED.1926,MHR.4176,NO,1926,,,
MHR.4177.BLEED.1925,MHR.4177,NO,1925,,,
MHR.4178.BLEED.1925,MHR.4178,NO,1925,,,
MHR.4179.BLEED.1927,MHR.4179,NO,1927,,,
MHR.4180.BLEED.1927,MHR.4180,NO,1927,,,
MHR.4181.BLEED.1931,MHR.4181,NO,1931,,,
MHR.4182.BLEED.1931,MHR.4182,NO,1931,,,
MHR.4183.BLEED.1930,MHR.4183,NO,1930,,,
MHR.4184.BLEED.1930,MHR.4184,NO,1930,,,
MHR.4185.BLEED.1929,MHR.4185,NO,1929,,,
MHR.4186.BLEED.1929,MHR.4186,NO,1929,,,
MHR.4187.BLEED.1950,MHR.4187,NO,1950,,,
MHR.4188.BLEED.1950,MHR.4188,NO,1950,,,
MHR.4189.BLEED.1949,MHR.4189,NO,1949,,,
MHR.4190.BLEED.1949,MHR.4190,NO,1949,,,
MHR.4191.BLEED.1947,MHR.4191,NO,1947,,,
MHR.4192.BLEED.1947,MHR.4192,NO,1947,,,
MHR.4193.BLEED.1946,MHR.4193,NO,1946,,,
MHR.4194.BLEED.1946,MHR.4194,NO,1946,,,
MHR.4195.BLEED.1948,MHR.4195,NO,1948,,,
MHR.4196.BLEED.1948,MHR.4196,NO,1948,,,
MHR.4197.BLEED.1936,MHR.4197,NO,1936,,,
MHR.4198.BLEED.1936,MHR.4198,NO,1936,,,
MHR.4199.BLEED.1938,MHR.4199,NO,1938,,,
MHR.4200.BLEED.1938,MHR.4200,NO,1938,,,
MHR.4201.BLEED.1941,MHR.4201,NO,1941,,,
MHR.4202.BLEED.1941,MHR.4202,NO,1941,,,
MHR.4203.BLEED.1943,MHR.4203,NO,1943,,,
MHR.4204.BLEED.1943,MHR.4204,NO,1943,,,
MHR.4205.BLEED.1944,MHR.4205,NO,1944,,,
MHR.4206.BLEED.1944,MHR.4206,NO,1944,,,
MHR.4207.BLEED.1945,MHR.4207,NO,1945,,,
MHR.4208.BLEED.1945,MHR.4208,NO,1945,,,
MHR.4209.BLEED.1387A,MHR.4209,YES,1387A,,,
MHR.4210.BLEED.1387A,MHR.4210,YES,1387A,,,
MHR.4211.BLEED.1387B,MHR.4211,YES,1387B,,,
MHR.4212.BLEED.1387B,MHR.4212,YES,1387B,,,
MHR.4213.BLEED.1387C,MHR.4213,YES,1387C,,,
MHR.4214.BLEED.1387C,MHR.4214,YES,1387C,,,
MHR.4215.BLEED.1387D,MHR.4215,YES,1387D,,,
MHR.4216.BLEED.1387D,MHR.4216,YES,1387D,,,
MHR.4217.BLEED.1387D,MHR.4217,YES,1387D,,,
MHR.4218.BLEED.1387D,MHR.4218,YES,1387D,,,
MHR.4219.BLEED.1949,MHR.4219,YES,1949,,,
MHR.4220.BLEED.1949,MHR.4220,YES,1949,,,
MHR.4221.BLEED.1950,MHR.4221,YES,1950,,,
MHR.4222.BLEED.1950,MHR.4222,YES,1950,,,
MHR.4223.BLEED.1948,MHR.4223,YES,1948,,,
MHR.4224.BLEED.1948,MHR.4224,YES,1948,,,
MHR.4225.BLEED.1947,MHR.4225,YES,1947,,,
MHR.4226.BLEED.1947,MHR.4226,YES,1947,,,
MHR.4227.BLEED.1925,MHR.4227,YES,1925,,,
MHR.4228.BLEED.1925,MHR.4228,YES,1925,,,
MHR.4229.BLEED.1934,MHR.4229,YES,1934,,,
MHR.4230.BLEED.1934,MHR.4230,YES,1934,,,
MHR.4231.BLEED.1926,MHR.4231,YES,1926,,,
MHR.4232.BLEED.1926,MHR.4232,YES,1926,,,
MHR.4233.BLEED.1935,MHR.4233,NO,1935,,,
MHR.4234.BLEED.1935,MHR.4234,NO,1935,,,
MHR.4235.BLEED.1924,MHR.4235,NO,1924,,,
MHR.4236.BLEED.1924,MHR.4236,NO,1924,,,
MHR.4237.BLEED.1915,MHR.4237,NO,1915,,,
MHR.4238.BLEED.1915,MHR.4238,NO,1915,,,
MHR.4239.BLEED.1922,MHR.4239,NO,1922,,,
MHR.4240.BLEED.1922,MHR.4240,NO,1922,,,
MHR.4241.BLEED.1930,MHR.4241,YES,1930,,,
MHR.4242.BLEED.1930,MHR.4242,YES,1930,,,
MHR.4243.BLEED.1932,MHR.4243,YES,1932,,,
MHR.4244.BLEED.1932,MHR.4244,YES,1932,,,
MHR.4245.BLEED.1917,MHR.4245,NO,1917,,,
MHR.4246.BLEED.1917,MHR.4246,NO,1917,,,
MHR.4247.BLEED.1920,MHR.4247,NO,1920,,,
MHR.4248.BLEED.1920,MHR.4248,NO,1920,,,
MHR.4249.BLEED.1937,MHR.4249,NO,1937,,,
MHR.4250.BLEED.1937,MHR.4250,NO,1937,,,
MHR.4251.BLEED.1937,MHR.4251,NO,1937,BACKSIDE,,
MHR.4252.BLEED.1937,MHR.4252,NO,1937,BACKSIDE,,
MHR.4253.BLEED.1940,MHR.4253,NO,1940,,,
MHR.4254.BLEED.1940,MHR.4254,NO,1940,,,
MHR.4255.BLEED.1941,MHR.4255,YES,1941,,,
MHR.4256.BLEED.1941,MHR.4256,YES,1941,,,
MHR.4257.BLEED.1943,MHR.4257,YES,1943,,,
MHR.4258.BLEED.1943,MHR.4258,YES,1943,,,
MHR.4259.BLEED.1924,MHR.4259,YES,1924,,,
MHR.4260.BLEED.1924,MHR.4260,YES,1924,,,
MHR.4261.BLEED.1936,MHR.4261,YES,1936,,,
MHR.4262.BLEED.1936,MHR.4262,YES,1936,,,
MHR.4263.BLEED.1945,MHR.4263,YES,1945,,,
MHR.4264.BLEED.1945,MHR.4264,YES,1945,,,
MHR.4265.BLEED.1922,MHR.4265,YES,1922,,,
MHR.4266.BLEED.1922,MHR.4266,YES,1922,,,
MHR.4267.BLEED.1944,MHR.4267,YES,1944,,,
MHR.4268.BLEED.1944,MHR.4268,YES,1944,,,
MHR.4269.BLEED.1915,MHR.4269,YES,1915,,,
MHR.4270.BLEED.1915,MHR.4270,YES,1915,,,
MHR.4271.BLEED.1928,MHR.4271,NO,1928,,,
MHR.4272.BLEED.1928,MHR.4272,NO,1928,,,
MHR.4273.BLEED.1951,MHR.4273,NO,1951,,,
MHR.4274.BLEED.1951,MHR.4274,NO,1951,,,
MHR.4275.BLEED.1951,MHR.4275,NO,1951,BUGULID,,
MHR.4276.BLEED.1951,MHR.4276,NO,1951,BUGULID,,
MHR.4277.BLEED.1918,MHR.4277,NO,1918,,,
MHR.4278.BLEED.1918,MHR.4278,NO,1918,,,
MHR.4279.BLEED.1921,MHR.4279,NO,1921,,,
MHR.4280.BLEED.1921,MHR.4280,NO,1921,,,
MHR.4281.BLEED.1923,MHR.4281,NO,1923,,,
MHR.4282.BLEED.1923,MHR.4282,NO,1923,,,
MHR.4283.BLEED.1942,MHR.4283,NO,1942,,,
MHR.4284.BLEED.1942,MHR.4284,NO,1942,,,
MHR.4285.BLEED.1942,MHR.4285,NO,1942,ovicell,,
MHR.4286.BLEED.1942,MHR.4286,NO,1942,ovicell,,
MHR.4287.BLEED.1939,MHR.4287,NO,1939,,,
MHR.4288.BLEED.1939,MHR.4288,NO,1939,,,
MHR.4289.BLEED.1916,MHR.4289,NO,1916,,,
MHR.4290.BLEED.1916,MHR.4290,NO,1916,,,
MHR.4291.BLEED.1919,MHR.4291,NO,1919,,,
MHR.4292.BLEED.1919,MHR.4292,NO,1919,,,
MHR.4293.BLEED.1928,MHR.4293,YES,1928,,,
MHR.4294.BLEED.1928,MHR.4294,YES,1928,,,
MHR.4295.BLEED.1940,MHR.4295,YES,1940,,,
MHR.4296.BLEED.1940,MHR.4296,YES,1940,,,
MHR.4297.BLEED.1951,MHR.4297,YES,1951,,,
MHR.4298.BLEED.1951,MHR.4298,YES,1951,,,
MHR.4299.BLEED.1920,MHR.4299,YES,1920,,,
MHR.4300.BLEED.1920,MHR.4300,YES,1920,,,
MHR.4301.BLEED.1917,MHR.4301,YES,1917,,,
MHR.4302.BLEED.1917,MHR.4302,YES,1917,,,
MHR.4303.BLEED.1912,MHR.4303,YES,1912,,,
MHR.4304.BLEED.1912,MHR.4304,YES,1912,,,
MHR.4305.BLEED.1912,MHR.4305,YES,1912,,,
MHR.4306.BLEED.1912,MHR.4306,YES,1912,,,
MHR.4307.BLEED.1938,MHR.4307,YES,1938,,,
MHR.4308.BLEED.1938,MHR.4308,YES,1938,,,
MHR.4309.BLEED.1946,MHR.4309,YES,1946,,,
MHR.4310.BLEED.1946,MHR.4310,YES,1946,,,
MHR.4311.BLEED.1935,MHR.4311,YES,1935,,,
MHR.4312.BLEED.1935,MHR.4312,YES,1935,,,
MHR.4313.BLEED.1929,MHR.4313,YES,1929,,,
MHR.4314.BLEED.1929,MHR.4314,YES,1929,,,
MHR.4315.BLEED.1923,MHR.4315,YES,1923,,,
MHR.4316.BLEED.1923,MHR.4316,YES,1923,,,
MHR.4317.BLEED.1938,MHR.4317,YES,1938,,,
MHR.4318.BLEED.1938,MHR.4318,YES,1938,,,
MHR.4319.BLEED.1939,MHR.4319,YES,1939,,,
MHR.4320.BLEED.1939,MHR.4320,YES,1939,,,
MHR.4321.BLEED.1942,MHR.4321,YES,1942,,,
MHR.4322.BLEED.1942,MHR.4322,YES,1942,,,
MHR.4323.BLEED.1942,MHR.4323,YES,1942,OVICell,,
MHR.4324.BLEED.1942,MHR.4324,YES,1942,OVicell,,
MHR.4351.BLEED.1555,MHR.4351,YES,1555,,,
MHR.4352.BLEED.1555,MHR.4352,YES,1555,,,
MHR.4353.BLEED.1921,MHR.4353,YES,1921,,,
MHR.4354.BLEED.1921,MHR.4354,YES,1921,,,
MHR.4355.BLEED.1858,MHR.4355,YES,1858,,,
MHR.4356.BLEED.1858,MHR.4356,YES,1858,,,
MHR.4357.BLEED.1850,MHR.4357,YES,1850,,,
MHR.4358.BLEED.1850,MHR.4358,YES,1850,,,
MHR.4403.BLEED.1706,MHR.4403,NO,1706,,,
MHR.4404.BLEED.1706,MHR.4404,NO,1706,,,
MHR.4405.BLEED.1727,MHR.4405,NO,1727,,,
MHR.4406.BLEED.1727,MHR.4406,NO,1727,,,
MHR.4407.BLEED.1717,MHR.4407,NO,1717,,,
MHR.4408.BLEED.1717,MHR.4408,NO,1717,,,
MHR.4409.BLEED.1737,MHR.4409,NO,1737,,,
MHR.4410.BLEED.1737,MHR.4410,NO,1737,,,
MHR.4411.BLEED.1735,MHR.4411,NO,1735,,,
MHR.4412.BLEED.1735,MHR.4412,NO,1735,,,
MHR.4413.BLEED.1732,MHR.4413,NO,1732,,,
MHR.4414.BLEED.1732,MHR.4414,NO,1732,,,
MHR.4415.BLEED.1715,MHR.4415,NO,1715,,,
MHR.4416.BLEED.1715,MHR.4416,NO,1715,,,
MHR.4417.BLEED.1725,MHR.4417,NO,1725,,,
MHR.4418.BLEED.1725,MHR.4418,NO,1725,,,
MHR.4419.BLEED.1738,MHR.4419,NO,1738,,,
MHR.4420.BLEED.1738,MHR.4420,NO,1738,,,
MHR.4421.BLEED.1741,MHR.4421,NO,1741,,,
MHR.4422.BLEED.1741,MHR.4422,NO,1741,,,
MHR.4423.BLEED.1723,MHR.4423,NO,1723,,,
MHR.4424.BLEED.1723,MHR.4424,NO,1723,,,
MHR.4425.BLEED.1718,MHR.4425,NO,1718,,,
MHR.4426.BLEED.1718,MHR.4426,NO,1718,,,
MHR.4427.BLEED.1727,MHR.4427,YES,1727,,,
MHR.4428.BLEED.1727,MHR.4428,YES,1727,,,
MHR.4429.BLEED.1735,MHR.4429,YES,1735,,,
MHR.4430.BLEED.1735,MHR.4430,YES,1735,,,
MHR.4431.BLEED.1737,MHR.4431,YES,1737,,,
MHR.4432.BLEED.1737,MHR.4432,YES,1737,,,
MHR.4433.BLEED.1717,MHR.4433,YES,1717,,,
MHR.4434.BLEED.1717,MHR.4434,YES,1717,,,
MHR.4435.BLEED.1706,MHR.4435,YES,1706,,,
MHR.4436.BLEED.1706,MHR.4436,YES,1706,,,
MHR.4437.BLEED.1732,MHR.4437,YES,1732,,,
MHR.4438.BLEED.1732,MHR.4438,YES,1732,,,
MHR.4439.BLEED.1738,MHR.4439,YES,1738,,,
MHR.4440.BLEED.1738,MHR.4440,YES,1738,,,
MHR.4441.BLEED.1725,MHR.4441,YES,1725,,,
MHR.4442.BLEED.1725,MHR.4442,YES,1725,,,
MHR.4443.BLEED.1715,MHR.4443,YES,1715,,,
MHR.4444.BLEED.1715,MHR.4444,YES,1715,,,
MHR.4777.BLEED.1778A,MHR.4777,NO,1778A,,,
MHR.4778.BLEED.1778A,MHR.4778,NO,1778A,,,
MHR.4779.BLEED.700A,MHR.4779,YES,700A,,,
MHR.4780.BLEED.700A,MHR.4780,YES,700A,,,
MHR.4781.BLEED.1818A,MHR.4781,NO,1818A,,,
MHR.4782.BLEED.1818A,MHR.4782,NO,1818A,,,
MHR.4783.BLEED.1818B,MHR.4783,NO,1818B,,,
MHR.4784.BLEED.1818B,MHR.4784,NO,1818B,,,
MHR.4785.BLEED.1818C,MHR.4785,NO,1818C,,,
MHR.4786.BLEED.1818C,MHR.4786,NO,1818C,,,
MHR.4787.BLEED.033A,MHR.4787,YES,033A,,,
MHR.4788.BLEED.033A,MHR.4788,YES,033A,,,
MHR.4789.BLEED.033B,MHR.4789,,033B,,,
MHR.4790.BLEED.033B,MHR.4790,,033B,,,
MHR.4791.BLEED.033C,MHR.4791,YES,033C,,,
MHR.4792.BLEED.033C,MHR.4792,YES,033C,,,
MHR.4861.BLEED.033B,MHR.4861,YES,033B,,,
MHR.4862.BLEED.033B,MHR.4862,YES,033B,,,
MHR.4863.BLEED.122A,MHR.4863,YES,122A,,,
MHR.4864.BLEED.122A,MHR.4864,YES,122A,,,
MHR.4865.BLEED.122B,MHR.4865,YES,122B,,,
MHR.4866.BLEED.122B,MHR.4866,YES,122B,,,
MHR.4867.BLEED.122C,MHR.4867,NO,122C,,,
MHR.4868.BLEED.122C,MHR.4868,NO,122C,,,
MHR.6027.BLEED.181,MHR.6027,NO,181,,,
MHR.6028.BLEED.181,MHR.6028,NO,181,,,
MHR.6029.BLEED.167,MHR.6029,NO,167,,,
MHR.6030.BLEED.167,MHR.6030,NO,167,,,
MHR.6031.BLEED.191,MHR.6031,NO,191,,,
MHR.6032.BLEED.191,MHR.6032,NO,191,,,
MHR.6033.BLEED.331,MHR.6033,NO,331,,,
MHR.6034.BLEED.331,MHR.6034,NO,331,,,
MHR.6035.BLEED.324,MHR.6035,NO,324,,,
MHR.6036.BLEED.324,MHR.6036,NO,324,,,
MHR.6037.BLEED.059,MHR.6037,YES,59,,,
MHR.6038.BLEED.059,MHR.6038,YES,59,,,
MHR.6039.BLEED.080,MHR.6039,NO,80,,,
MHR.6040.BLEED.080,MHR.6040,NO,80,,,
MHR.6041.BLEED.071,MHR.6041,YES,71,,,
MHR.6042.BLEED.071,MHR.6042,YES,71,,,
MHR.6043.BLEED.077,MHR.6043,YES,77,,,
MHR.6044.BLEED.077,MHR.6044,YES,77,,,
MHR.6045.BLEED.056,MHR.6045,YES,56,,,
MHR.6046.BLEED.056,MHR.6046,YES,56,,,
MHR.6047.BLEED.179,MHR.6047,NO,179,,,
MHR.6048.BLEED.179,MHR.6048,NO,179,,,
MHR.6049.BLEED.195,MHR.6049,NO,195,,,
MHR.6050.BLEED.195,MHR.6050,NO,195,,,
MHR.6051.BLEED.151,MHR.6051,YES,151,,,
MHR.6052.BLEED.151,MHR.6052,YES,151,,,
MHR.6053.BLEED.135,MHR.6053,YES,135,,,
MHR.6054.BLEED.135,MHR.6054,YES,135,,,
MHR.6055.BLEED.315,MHR.6055,YES,315,,,
MHR.6056.BLEED.315,MHR.6056,YES,315,,,
MHR.6057.BLEED.064,MHR.6057,YES,64,,,
MHR.6058.BLEED.064,MHR.6058,YES,64,,,
MHR.6059.BLEED.092,MHR.6059,YES,92,,,
MHR.6060.BLEED.092,MHR.6060,YES,92,,,
MHR.6061.BLEED.134,MHR.6061,YES,134,,,
MHR.6062.BLEED.134,MHR.6062,YES,134,,,
MHR.6063.BLEED.066,MHR.6063,YES,66,,,
MHR.6064.BLEED.066,MHR.6064,YES,66,,,
MHR.6065.BLEED.331,MHR.6065,YES,331,,,
MHR.6066.BLEED.331,MHR.6066,YES,331,,,
MHR.6067.BLEED.195,MHR.6067,YES,195,,,
MHR.6068.BLEED.195,MHR.6068,YES,195,,,
MHR.6069.BLEED.080,MHR.6069,YES,80,,,
MHR.6070.BLEED.080,MHR.6070,YES,80,,,
MHR.6071.BLEED.590,MHR.6071,YES,590,,,
MHR.6072.BLEED.590,MHR.6072,YES,590,,,
MHR.6073.BLEED.1346,MHR.6073,YES,1346,,,
MHR.6074.BLEED.1346,MHR.6074,YES,1346,,,
MHR.6075.BLEED.1364,MHR.6075,YES,1364,,,
MHR.6076.BLEED.1364,MHR.6076,YES,1364,,,
MHR.6077.BLEED.167,MHR.6077,YES,167,,,
MHR.6078.BLEED.167,MHR.6078,YES,167,,,
MHR.6079.BLEED.1380,MHR.6079,YES,1380,,,
MHR.6080.BLEED.1380,MHR.6080,YES,1380,,,
MHR.6081.BLEED.1381,MHR.6081,YES,1381,,,
MHR.6082.BLEED.1381,MHR.6082,YES,1381,,,
MHR.6083.BLEED.1374,MHR.6083,YES,1374,,,
MHR.6084.BLEED.1374,MHR.6084,YES,1374,,,
MHR.6085.BLEED.597,MHR.6085,YES,597,,,
MHR.6086.BLEED.597,MHR.6086,YES,597,,,
MHR.6087.BLEED.191,MHR.6087,YES,191,,,
MHR.6088.BLEED.191,MHR.6088,YES,191,,,
MHR.6089.BLEED.1290,MHR.6089,YES,1290,,,
MHR.6090.BLEED.1290,MHR.6090,YES,1290,,,
MHR.6091.BLEED.200,MHR.6091,YES,200,,,
MHR.6092.BLEED.200,MHR.6092,YES,200,,,
MHR.6093.BLEED.187,MHR.6093,YES,187,,,
MHR.6094.BLEED.187,MHR.6094,YES,187,,,
MHR.6095.BLEED.662,MHR.6095,YES,662,,,
MHR.6096.BLEED.662,MHR.6096,YES,662,,,
MHR.6097.BLEED.1112,MHR.6097,YES,1112,,,
MHR.6098.BLEED.1112,MHR.6098,YES,1112,,,
MHR.6099.BLEED.318,MHR.6099,NO,318,,,
MHR.6100.BLEED.318,MHR.6100,NO,318,,,
MHR.6101.BLEED.101,MHR.6101,YES,101,,,
MHR.6102.BLEED.101,MHR.6102,YES,101,,,
MHR.6103.BLEED.075,MHR.6103,YES,75,,,
MHR.6104.BLEED.075,MHR.6104,YES,75,,,
MHR.6105.BLEED.651,MHR.6105,NO,651,,,
MHR.6106.BLEED.651,MHR.6106,NO,651,,,
MHR.6107.BLEED.201,MHR.6107,NO,201,,,
MHR.6108.BLEED.201,MHR.6108,NO,201,,,
MHR.6109.BLEED.666,MHR.6109,YES,666,,,
MHR.6110.BLEED.666,MHR.6110,YES,666,,,
MHR.6111.BLEED.682,MHR.6111,YES,682,,,
MHR.6112.BLEED.682,MHR.6112,YES,682,,,
MHR.6113.BLEED.137,MHR.6113,YES,137,,,
MHR.6114.BLEED.137,MHR.6114,YES,137,,,
MHR.6115.BLEED.053,MHR.6115,YES,53,,,
MHR.6116.BLEED.053,MHR.6116,YES,53,,,
MHR.6117.BLEED.673,MHR.6117,YES,673,,,
MHR.6118.BLEED.673,MHR.6118,YES,673,,,
MHR.6119.BLEED.591,MHR.6119,YES,591,,,
MHR.6120.BLEED.591,MHR.6120,YES,591,,,
MHR.6121.BLEED.037,MHR.6121,YES,37,,,
MHR.6122.BLEED.037,MHR.6122,YES,37,,,
MHR.6123.BLEED.1104,MHR.6123,YES,1104,,,
MHR.6124.BLEED.1104,MHR.6124,YES,1104,,,
MHR.6125.BLEED.242,MHR.6125,NO,242,,,
MHR.6126.BLEED.242,MHR.6126,NO,242,,,
MHR.6127.BLEED.1120,MHR.6127,YES,1120,EXOCHELLA,,
MHR.6128.BLEED.1120,MHR.6128,YES,1120,EXOCHELLA,,
MHR.6129.BLEED.626,MHR.6129,YES,626,,,
MHR.6130.BLEED.626,MHR.6130,YES,626,,,
MHR.6131.BLEED.1315,MHR.6131,YES,1315,,,
MHR.6132.BLEED.1315,MHR.6132,YES,1315,,,
MHR.6133.BLEED.657,MHR.6133,YES,657,,,
MHR.6134.BLEED.657,MHR.6134,YES,657,,,
MHR.6135.BLEED.244,MHR.6135,YES,244,,,
MHR.6136.BLEED.244,MHR.6136,YES,244,,,
MHR.6137.BLEED.223,MHR.6137,NO,223,,,
MHR.6138.BLEED.223,MHR.6138,NO,223,,,
MHR.6139.BLEED.318,MHR.6139,YES,318,,,
MHR.6140.BLEED.318,MHR.6140,YES,318,,,
MHR.6141.BLEED.242,MHR.6141,YES,242,,,
MHR.6142.BLEED.242,MHR.6142,YES,242,,,
MHR.6143.BLEED.225,MHR.6143,NO,225,,,
MHR.6144.BLEED.225,MHR.6144,NO,225,,,
MHR.6145.BLEED.189,MHR.6145,NO,189,,,
MHR.6146.BLEED.189,MHR.6146,NO,189,,,
MHR.6147.BLEED.1398,MHR.6147,YES,1398,bitectipora,,
MHR.6148.BLEED.1398,MHR.6148,YES,1398,bitectipora,,
MHR.6149.BLEED.202,MHR.6149,NO,202,,,
MHR.6150.BLEED.202,MHR.6150,NO,202,,,
MHR.6151.BLEED.121,MHR.6151,NO,121,MICROPORELLA,,
MHR.6152.BLEED.121,MHR.6152,NO,121,MICROPORELLA,,
MHR.6153.BLEED.1697,MHR.6153,YES,1697,POWELLITHECA,,
MHR.6154.BLEED.1697,MHR.6154,YES,1697,POWELLITHECA,,
MHR.6155.BLEED.1352,MHR.6155,NO,1352,CHIASTOSELLA,,
MHR.6156.BLEED.1352,MHR.6156,NO,1352,CHIASTOSELLA,,
MHR.6157.BLEED.218,MHR.6157,YES,218,,,
MHR.6158.BLEED.218,MHR.6158,YES,218,,,
MHR.6159.BLEED.121,MHR.6159,YES,121,,,
MHR.6160.BLEED.121,MHR.6160,YES,121,,,
MHR.6161.BLEED.223,MHR.6161,YES,223,,,
MHR.6162.BLEED.223,MHR.6162,YES,223,,,
MHR.6163.BLEED.225,MHR.6163,YES,225,,,
MHR.6164.BLEED.225,MHR.6164,YES,225,,,
MHR.6165.BLEED.189,MHR.6165,YES,189,,,
MHR.6166.BLEED.189,MHR.6166,YES,189,,,
MHR.6167.BLEED.202,MHR.6167,YES,202,,,
MHR.6168.BLEED.202,MHR.6168,YES,202,,,
MHR.6169.BLEED.1349,MHR.6169,YES,1349,AKATOPORA,,
MHR.6170.BLEED.1349,MHR.6170,YES,1349,AKATOPORA,,
MHR.6171.BLEED.054,MHR.6171,YES,54,,,
MHR.6172.BLEED.054,MHR.6172,YES,54,,,
MHR.6173.BLEED.1389,MHR.6173,YES,1389,HIPPOMENELLA,,
MHR.6174.BLEED.1389,MHR.6174,YES,1389,HIPPOMENELLA,,
MHR.6175.BLEED.1362,MHR.6175,YES,1362,,,
MHR.6176.BLEED.1362,MHR.6176,YES,1362,,,
MHR.6177.BLEED.1354,MHR.6177,NO,1354,CORRECT SPECIES,,
MHR.6178.BLEED.1354,MHR.6178,NO,1354,CORRECT SPECIES,,
MHR.6179.BLEED.106,MHR.6179,NO,106,,,
MHR.6180.BLEED.106,MHR.6180,NO,106,,,
MHR.6181.BLEED.1299,MHR.6181,YES,1299,CHIASTOSELLA,,
MHR.6182.BLEED.1299,MHR.6182,YES,1299,CHIASTOSELLA,,
MHR.6275.BLEED.085,MHR.6275,YES,85,,,
MHR.6276.BLEED.085,MHR.6276,YES,85,,,
MHR.6277.BLEED.213,MHR.6277,YES,213,,,
MHR.6278.BLEED.213,MHR.6278,YES,213,,,
MHR.6279.BLEED.314,MHR.6279,YES,314,,,
MHR.6280.BLEED.314,MHR.6280,YES,314,,,
MHR.6281.BLEED.106,MHR.6281,YES,106,,,
MHR.6282.BLEED.106,MHR.6282,YES,106,,,
MHR.6811.BLEED.1623,MHR.6811,YES,1623,,,
MHR.6812.BLEED.1623,MHR.6812,YES,1623,,,
MHR.7657.BLEED.1848,MHR.7657,YES,1848,,,
MHR.7658.BLEED.1848,MHR.7658,YES,1848,,,
MHR.7659.BLEED.1848,MHR.7659,YES,1848,,,
MHR.7660.BLEED.1848,MHR.7660,YES,1848,,,
MHR.7661.BLEED.1791,MHR.7661,NO,1791,,,
MHR.7662.BLEED.1791,MHR.7662,NO,1791,,,
MHR.7663.BLEED.1877,MHR.7663,NO,1877,,,
MHR.7664.BLEED.1877,MHR.7664,NO,1877,,,
MHR.7665.BLEED.1892,MHR.7665,NO,1892,,,
MHR.7666.BLEED.1892,MHR.7666,NO,1892,,,
MHR.7667.BLEED.1879,MHR.7667,NO,1879,,,
MHR.7668.BLEED.1879,MHR.7668,NO,1879,,,
MHR.7669.BLEED.1930,MHR.7669,NO,1930,,,
MHR.7670.BLEED.1930,MHR.7670,NO,1930,,,
MHR.7671.BLEED.1678,MHR.7671,NO,1678,PARASMITTINA? NOT CRIBRIMORPH,,
MHR.7672.BLEED.1678,MHR.7672,NO,1678,PARASMITTINA? NOT CRIBRIMORPH,,
MHR.7673.BLEED.420A,MHR.7673,NO,420A,,,
